stars,across_uni_info
3,9.08459516487
3,9.28456904931
5,10.6307661266
3,9.98102180047
3,9.82620060265
4,9.52655671185
3,9.67123522313
4,10.0713058815
3,9.84422504187
4,9.94786827454
3,10.3797217363
4,9.35082673514
5,9.74475608945
4,10.5731734984
4,9.81494937992
5,9.872623601
5,9.22252428667
5,8.96953644887
4,10.6564345139
5,10.1946396414
2,9.87231300185
4,9.63748347892
5,8.86647976045
5,9.85511507426
5,9.45809489754
5,9.47387663568
5,9.29593299143
4,9.6202575928
5,9.46771882408
2,10.5506519682
2,9.91139816265
3,9.23251892595
4,9.99260776726
4,10.19077221
4,9.71864214338
5,9.45736029677
3,10.0178222098
4,9.70547153901
2,10.2763693877
4,9.88599663339
3,9.24192521825
1,10.0304799687
4,9.85507101726
4,9.17457512081
2,9.7680635651
4,9.6728113991
5,10.0154346629
1,9.97751920456
2,9.738895223
4,9.42335677258
3,9.60620271597
4,9.62343804864
4,10.4001232156
2,9.3563305996
4,9.51807371638
5,10.2614948167
3,9.66857244419
3,9.38651272876
4,9.14320414599
3,9.05378340678
3,10.1473142329
2,9.9286310552
4,10.1934554182
4,9.79927383489
5,9.34128974526
4,9.61538606144
4,10.114218008
4,9.42859683288
5,10.8319426882
5,9.94902079692
3,9.8879275486
4,9.87834473773
4,9.83302037848
4,8.99310603772
4,10.359391086
5,10.629314922
4,10.094804952
4,9.51545499726
1,10.1401953059
4,9.6365394643
4,10.8367373489
4,9.89987711218
3,9.88410503912
2,9.77586138858
3,9.40646367627
3,10.4932643903
5,10.1423427631
4,9.88966420035
4,9.75949806573
5,9.8360126646
5,9.52695769307
2,9.64509196881
