word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	length
benefit	54866	-9.37	0	1	1130	203	0	0	0	7
driven	54865	-6.62	4	5	1141	77	0	0	0	6
skin	54827	-4.74	8	12	2051	36	0	0	0	4
solid	54809	-6.33	0	2	2051	140	0	0	0	5
forming	54804	-5.15	4	4	845	150	0	0	0	7
successor	54750	-9.44	0	0	2051	272	0	0	0	9
baltimore	54717	-10.83	0	0	1130	267	0	0	0	9
ottoman	54704	-9.02	0	1	452	10	0	0	0	7
influential	54695	-10.9	0	0	747	469	0	0	0	11
lawyer	54694	-6.74	2	4	716	172	0	0	0	6
depression	54632	-7.94	0	0	1141	409	0	0	0	10
hero	54620	-5.76	14	16	713	154	0	0	0	4
accounts	54600	-7.36	0	1	1427	133	0	0	0	8
cleveland	54586	-9.17	0	0	1993	136	0	0	0	9
dating	54564	-4.84	8	8	1141	105	0	0	0	6
hence	54564	-5.08	2	4	713	154	0	0	0	5
covering	54561	-6.09	0	0	1993	876	0	0	0	8
output	54543	-7.92	0	1	452	47	0	0	0	6
threat	54514	-7.41	4	6	953	136	0	0	0	6
eighth	54508	-7.06	2	3	905	11	0	0	0	6
manner	54470	-5.52	6	7	1197	426	0	0	0	6
masters	54467	-5.81	4	5	1197	426	0	0	0	7
domain	54463	-7.1	0	1	1141	142	0	0	0	6
arranged	54436	-8.48	0	1	1427	163	0	0	0	8
lawrence	54403	-9.29	0	0	716	172	0	0	0	8
romania	54397	-7.77	0	2	1209	164	0	0	0	7
seattle	54388	-7.33	0	1	2051	247	0	0	0	7
replacement	54381	-10.06	0	0	1209	698	0	0	0	11
infrastructure	54380	-13.2	0	0	747	469	0	0	0	14
tools	54378	-6.47	6	7	953	133	0	0	0	5
handed	54367	-5.21	8	9	713	211	0	0	0	6
mental	54363	-5.18	4	5	1197	188	0	0	0	6
brazilian	54327	-9.55	0	0	1130	181	0	0	0	9
pittsburgh	54249	-14.08	0	0	1506	97	0	0	0	10
controversial	54244	-11.48	0	0	1993	876	0	0	0	13
friendly	54234	-8.2	0	0	845	120	0	0	0	8
concerns	54225	-7.89	0	1	1993	876	0	0	0	8
prisoners	54212	-8.41	0	0	1506	440	0	0	0	9
prix	54210	-5.4	0	1	1506	440	0	0	0	4
achieve	54209	-7.71	0	2	1427	133	0	0	0	7
ryan	54186	-6.72	0	4	1209	4	0	0	0	4
entering	54175	-6.26	0	0	905	162	0	0	0	8
newspapers	54154	-10.94	0	0	475	120	0	0	0	10
rapid	54061	-6.95	2	4	1209	157	0	0	0	5
missions	54021	-6.53	0	1	1197	180	0	0	0	8
listing	54018	-5.64	4	5	716	176	0	0	0	7
mouth	53968	-5.23	6	8	1197	231	0	0	0	5
competitions	53956	-9.35	0	0	1993	876	0	0	0	12
soil	53946	-6.38	8	11	2051	140	0	0	0	4
daughters	53946	-7.82	0	0	1141	105	0	0	0	9
neither	53924	-8.35	0	1	475	120	0	0	0	7
ranking	53918	-6.05	4	6	1209	157	0	0	0	7
laboratory	53915	-10.24	0	0	716	172	0	0	0	10
baron	53915	-5.63	8	13	1130	267	0	0	0	5
appearing	53908	-7.48	0	0	1427	81	0	0	0	9
solar	53862	-6.22	4	4	2051	140	0	0	0	5
gate	53856	-4.38	28	30	626	108	0	0	0	4
portugal	53823	-9.56	0	0	1506	199	0	0	0	8
advertising	53808	-10.26	0	0	1427	124	0	0	0	11
phone	53793	-6.13	2	4	1506	69	0	0	0	5
safe	53774	-6.01	14	15	2051	183	0	0	0	4
narrow	53769	-7.23	6	8	475	102	0	0	0	6
massive	53709	-6.31	2	2	1197	426	0	0	0	7
hundreds	53685	-9.08	0	1	713	72	0	0	0	8
progressive	53622	-9.19	0	0	1506	440	0	0	0	11
admiral	53608	-7.85	0	0	1427	124	0	0	0	7
wooden	53595	-6.3	2	2	537	71	0	0	0	6
maintenance	53575	-10.93	0	0	1197	426	0	0	0	11
modified	53564	-7.5	0	0	1197	231	0	0	0	8
legislature	53552	-11.45	0	0	716	146	0	0	0	11
commissioner	53524	-9.71	0	0	1993	876	0	0	0	12
processes	53487	-7.74	0	0	1506	440	0	0	0	9
tamil	53417	-7.01	0	1	953	116	0	0	0	5
expression	53412	-7.4	0	0	905	212	0	0	0	10
vs	53389	-4.55	54	58	353	1	1	1	1	2
kennedy	53353	-9.17	0	0	247	48	0	0	0	7
raise	53332	-6.3	0	4	1209	157	0	0	0	5
thousand	53258	-8.6	0	0	953	136	0	0	0	8
childhood	53250	-10.75	0	0	1993	243	0	0	0	9
flowers	53229	-6.26	0	1	845	100	0	0	0	7
temporary	53201	-10.42	0	0	953	155	0	0	0	9
collections	53188	-7.41	0	0	1993	876	0	0	0	11
rating	53159	-4.5	10	11	1209	157	0	0	0	6
spiritual	53153	-9.29	0	0	2051	178	0	0	0	9
flows	53134	-5.14	6	7	845	100	0	0	0	5
roll	53113	-4.95	10	11	1209	164	0	0	0	4
vienna	53091	-7.46	0	0	353	128	0	0	0	6
strongly	53071	-8.68	0	0	2051	326	0	0	0	8
sponsored	53059	-8.79	0	0	2051	178	0	0	0	9
lakes	53046	-5.95	12	14	716	172	0	0	0	5
superior	53004	-8.81	0	0	2051	272	0	0	0	8
classification	52994	-10.73	0	0	1993	136	0	0	0	14
characteristics	52992	-13.42	0	0	1993	243	0	0	0	15
employment	52967	-9.5	0	0	905	83	0	0	0	10
kelly	52940	-5.51	4	5	247	48	0	0	0	5
tall	52915	-4.58	26	30	953	116	0	0	0	4
existed	52913	-5.83	0	1	905	212	0	0	0	7
wheel	52840	-6.5	0	2	537	53	0	0	0	5
talent	52774	-6.44	0	1	953	116	0	0	0	6
formally	52754	-6.66	0	0	845	150	0	0	0	8
annually	52753	-8.32	0	0	1427	165	0	0	0	8
mail	52721	-4.99	24	28	1197	426	0	0	0	4
charity	52687	-6.16	2	2	1993	243	0	0	0	7
script	52641	-6.96	0	1	2051	114	0	0	0	6
integrated	52634	-8.78	0	0	747	469	0	0	0	10
austrian	52591	-7.52	0	1	1427	74	0	0	0	8
principles	52555	-9.46	0	0	1506	440	0	0	0	10
decline	52548	-7.7	0	2	1141	409	0	0	0	7
branches	52539	-7.2	0	0	1130	181	0	0	0	8
hop	52519	-4.53	18	23	713	157	0	0	0	3
bruce	52488	-5.51	6	6	1130	181	0	0	0	5
monastery	52454	-8.77	0	0	1197	231	0	0	0	9
zero	52447	-7.41	6	6	48	9	0	0	0	4
abbey	52442	-6.54	0	1	1427	67	0	0	0	5
bond	52424	-5.31	22	25	1130	161	0	0	0	4
tunnel	52403	-7.85	2	3	953	57	0	0	0	6
moment	52365	-6.18	0	1	1197	231	0	0	0	6
column	52325	-6.83	0	1	1993	876	0	0	0	6
carbon	52277	-6.63	2	2	1993	330	0	0	0	6
movements	52207	-8.02	0	0	1197	231	0	0	0	9
perfect	52197	-7.53	0	0	1506	180	0	0	0	7
marie	52188	-5.32	10	13	1197	426	0	0	0	5
snow	52163	-5.72	6	8	2051	14	0	0	0	4
concerts	52135	-7.51	0	1	1993	876	0	0	0	8
ross	52129	-4.85	18	22	1209	164	0	0	0	4
pick	52095	-4.68	24	25	1506	97	0	0	0	4
ready	52032	-5.42	4	5	1209	698	0	0	0	5
billy	51997	-4.33	16	17	1130	82	0	0	0	5
kent	51991	-4.56	22	23	247	48	0	0	0	4
adults	51962	-6.55	0	1	1427	124	0	0	0	6
nazi	51930	-6.88	0	1	475	102	0	0	0	4
victims	51844	-7.95	0	1	353	128	0	0	0	7
springs	51798	-6.6	2	3	2051	178	0	0	0	7
bringing	51741	-6.64	0	1	1130	181	0	0	0	8
adding	51721	-5.3	2	2	1427	124	0	0	0	6
schedule	51699	-9.29	0	0	2051	114	0	0	0	8
struck	51689	-5.82	0	2	2051	326	0	0	0	6
birmingham	51686	-11.62	0	0	1130	82	0	0	0	10
string	51685	-4.54	4	7	2051	326	0	0	0	6
traditionally	51674	-10.14	0	0	953	241	0	0	0	13
desert	51648	-7.15	0	2	1141	409	0	0	0	6
walker	51630	-6.97	6	7	537	138	0	0	0	6
everyone	51610	-9.7	0	0	905	48	0	0	0	8
surrounded	51597	-8.58	0	0	2051	272	0	0	0	10
filmed	51589	-6.62	2	3	845	151	0	0	0	6
indians	51569	-6.86	2	3	747	469	0	0	0	7
speaker	51530	-6.37	0	1	2051	178	0	0	0	7
powered	51515	-7.1	2	2	1506	199	0	0	0	7
unusual	51512	-9.7	0	0	281	155	0	0	0	7
electrical	51472	-9.39	0	0	905	93	0	0	0	10
rising	51452	-5.87	2	4	1209	87	0	0	0	6
roots	51450	-5.65	8	10	1209	164	0	0	0	5
greatly	51398	-7.4	0	0	626	151	0	0	0	7
rival	51395	-5.87	0	1	1209	87	0	0	0	5
feed	51380	-4.48	22	26	845	93	0	0	0	4
license	51315	-8.26	2	4	716	176	0	0	0	7
territories	51289	-10.42	0	0	953	155	0	0	0	11
compilation	51275	-8.33	0	0	1993	876	0	0	0	11
fruit	51270	-6.61	0	1	845	120	0	0	0	5
credits	51256	-7.34	0	1	1993	144	0	0	0	7
tokyo	51253	-7.96	0	0	953	133	0	0	0	5
classified	51230	-9.19	0	0	1993	136	0	0	0	10
dallas	51223	-7.07	0	0	1141	105	0	0	0	6
latino	51216	-7.13	0	1	716	172	0	0	0	6
restoration	51214	-7.69	0	0	1209	698	0	0	0	11
adapted	51208	-7.76	2	2	1427	124	0	0	0	7
vocal	51135	-5.51	4	5	353	51	0	0	0	5
releases	51130	-7.97	0	1	1209	698	0	0	0	8
visiting	51052	-7.14	0	0	353	128	0	0	0	8
hurricane	51015	-9.63	0	0	713	72	0	0	0	9
horses	50996	-5.97	2	3	713	157	0	0	0	6
breaking	50972	-6.66	0	1	1130	181	0	0	0	8
suicide	50930	-8.05	0	0	2051	272	0	0	0	7
exists	50894	-5.72	0	2	905	212	0	0	0	6
evil	50890	-5.37	2	3	905	48	0	0	0	4
depth	50870	-6.43	2	3	1141	409	0	0	0	5
harris	50859	-6.44	0	0	713	211	0	0	0	6
styles	50854	-6.91	2	3	2051	326	0	0	0	6
effectively	50842	-9.85	0	0	905	13	0	0	0	11
morgan	50838	-6.39	0	2	1197	231	0	0	0	6
shell	50835	-5.3	8	11	2051	183	0	0	0	5
touring	50755	-6.75	0	1	953	133	0	0	0	7
completion	50753	-7.16	0	0	1993	876	0	0	0	10
constitutional	50746	-11.59	0	0	1993	876	0	0	0	14
processing	50740	-7.73	0	0	1506	440	0	0	0	10
printed	50736	-5.81	6	6	1506	440	0	0	0	7
spoken	50729	-6.8	0	1	2051	178	0	0	0	6
ca	50729	-3.09	82	102	1993	330	330	330	330	2
document	50720	-7.88	0	0	1141	142	0	0	0	8
conduct	50717	-6.55	0	1	1993	876	0	0	0	7
jimmy	50709	-6.76	0	0	260	13	0	0	0	5
supporters	50662	-8.01	0	0	2051	272	0	0	0	10
giant	50651	-5.83	2	3	626	41	0	0	0	5
involvement	50645	-10.57	0	0	747	469	0	0	0	11
tourism	50629	-8.21	2	2	953	133	0	0	0	7
franchise	50625	-9.27	0	0	845	120	0	0	0	9
bears	50607	-5.4	26	29	1130	203	0	0	0	5
commerce	50604	-6.9	0	0	1993	876	0	0	0	8
resident	50602	-6.98	0	0	1209	698	0	0	0	8
rapidly	50565	-8.75	0	0	1209	157	0	0	0	7
experimental	50528	-9.88	0	0	905	212	0	0	0	12
franklin	50522	-9.98	0	0	845	120	0	0	0	8
harbor	50495	-6.8	0	2	713	211	0	0	0	6
helping	50492	-7.43	0	0	713	154	0	0	0	7
print	50481	-4.91	4	6	1506	440	0	0	0	5
indeed	50478	-6.45	0	1	747	469	0	0	0	6
poems	50464	-6.99	2	3	1506	199	0	0	0	5
turning	50462	-6.12	2	4	953	57	0	0	0	7
margaret	50413	-8.82	0	0	1197	426	0	0	0	8
criticized	50400	-9.16	0	0	1993	144	0	0	0	10
themes	50384	-6.12	4	5	953	136	0	0	0	6
jordan	50344	-7.52	0	0	260	66	0	0	0	6
cinema	50319	-8.44	0	1	1993	51	0	0	0	6
borders	50306	-6.48	0	2	1130	161	0	0	0	7
wear	50304	-5.13	26	30	537	103	0	0	0	4
las	50294	-4.2	56	66	716	172	0	0	0	3
bible	50289	-5.86	0	0	1130	82	0	0	0	5
critic	50282	-6.05	0	1	1993	144	0	0	0	6
vessels	50272	-7.61	0	1	353	81	0	0	0	7
tim	50260	-5.04	28	33	953	62	0	0	0	3
boats	50237	-5.73	12	15	1130	161	0	0	0	5
russell	50221	-7.94	0	0	1209	63	0	0	0	7
accept	50186	-6.57	2	3	1427	133	0	0	0	6
describe	50173	-9.0	0	0	1141	409	0	0	0	8
anna	50164	-5.08	2	6	1427	165	0	0	0	4
norman	50160	-5.95	4	5	475	121	0	0	0	6
finland	50132	-8.35	0	1	845	151	0	0	0	7
tied	50056	-4.98	8	13	953	62	0	0	0	4
happened	50045	-7.4	0	0	713	211	0	0	0	8
surgery	50014	-6.72	0	0	2051	272	0	0	0	7
gender	50000	-5.97	8	8	626	94	0	0	0	6
alex	49954	-6.3	6	8	1427	150	0	0	0	4
carl	49949	-5.4	20	26	1993	330	0	0	0	4
happy	49926	-5.79	0	0	713	211	0	0	0	5
lasted	49908	-5.33	4	4	716	172	0	0	0	6
exception	49905	-6.62	0	0	905	212	0	0	0	9
disney	49903	-7.49	0	0	1141	300	0	0	0	6
jane	49902	-5.41	14	16	260	61	0	0	0	4
drawing	49751	-7.2	0	1	1141	77	0	0	0	7
malaysia	49740	-8.92	0	0	1197	426	0	0	0	8
producers	49726	-7.75	0	0	1506	440	0	0	0	9
concerned	49687	-7.94	0	0	1993	876	0	0	0	9
honorary	49687	-9.75	0	0	713	157	0	0	0	8
ambassador	49679	-11.47	0	0	1427	72	0	0	0	10
initiative	49673	-9.47	0	0	747	469	0	0	0	10
ill	49655	-4.34	2	14	747	20	0	0	0	3
ride	49652	-5.15	22	28	1209	87	0	0	0	4
shopping	49620	-7.64	0	0	2051	183	0	0	0	8
defeating	49601	-7.2	0	0	1141	409	0	0	0	9
transit	49593	-7.39	0	1	953	241	0	0	0	7
minimum	49575	-8.92	0	0	1197	180	0	0	0	7
illegal	49569	-7.65	0	0	747	20	0	0	0	7
innings	49520	-6.67	0	1	747	469	0	0	0	7
profile	49519	-7.06	0	1	1506	440	0	0	0	7
sarah	49461	-6.95	2	3	2051	183	0	0	0	5
designer	49426	-8.09	0	0	1141	409	0	0	0	8
declined	49400	-8.0	0	1	1141	409	0	0	0	8
ny	49371	-3.87	50	55	475	4	4	4	4	2
knew	49370	-5.66	4	6	247	26	0	0	0	4
adams	49351	-5.94	0	2	1427	124	0	0	0	5
mix	49288	-4.21	26	29	1197	180	0	0	0	3
riding	49280	-6.11	8	9	1209	87	0	0	0	6
agencies	49274	-7.59	0	0	1427	31	0	0	0	8
edinburgh	49261	-12.64	0	0	905	40	0	0	0	9
dated	49250	-4.4	8	9	1141	105	0	0	0	5
cbs	49182	-4.95	26	30	1993	6	0	0	0	3
revival	49149	-7.1	0	0	1209	698	0	0	0	7
option	49135	-4.91	0	1	452	56	0	0	0	6
counter	49114	-5.87	2	3	1993	876	0	0	0	7
representation	49098	-11.22	0	0	1209	698	0	0	0	14
johnny	49072	-6.87	0	0	260	66	0	0	0	6
queensland	49040	-10.91	0	0	88	79	0	0	0	10
drop	49031	-5.32	4	5	1141	77	0	0	0	4
austin	49015	-6.8	4	4	1427	74	0	0	0	6
gradually	48990	-8.06	0	0	626	151	0	0	0	9
elevation	48979	-7.61	0	0	905	93	0	0	0	9
stewart	48972	-8.06	2	2	2051	326	0	0	0	7
nelson	48971	-7.41	0	0	475	120	0	0	0	6
lay	48940	-3.69	48	55	716	172	0	0	0	3
cited	48928	-5.23	4	5	1993	51	0	0	0	5
participation	48924	-10.2	0	0	1506	291	0	0	0	13
fear	48917	-5.22	24	27	845	93	0	0	0	4
coaching	48910	-7.14	0	0	1993	876	0	0	0	8
sugar	48791	-6.69	0	0	2051	272	0	0	0	5
rain	48783	-4.94	22	32	1209	157	0	0	0	4
destruction	48777	-7.91	0	0	1141	409	0	0	0	11
personality	48776	-9.66	0	0	1506	180	0	0	0	11
indicated	48775	-7.47	0	0	747	469	0	0	0	9
instrument	48771	-8.83	0	0	747	469	0	0	0	10
agents	48765	-5.29	0	1	1427	31	0	0	0	6
triple	48752	-6.27	0	1	953	241	0	0	0	6
begun	48738	-7.25	4	4	1130	203	0	0	0	5
thompson	48718	-8.59	0	1	953	136	0	0	0	8
buy	48710	-4.61	16	21	1130	131	0	0	0	3
beauty	48704	-7.57	2	2	1130	203	0	0	0	6
customers	48687	-8.9	0	0	1993	77	0	0	0	9
monument	48670	-8.0	0	0	1197	231	0	0	0	8
visible	48663	-7.25	0	0	353	128	0	0	0	7
provinces	48659	-7.74	0	0	1506	440	0	0	0	9
meetings	48631	-8.92	0	1	1197	188	0	0	0	8
colour	48618	-6.39	0	2	1993	876	0	0	0	6
gang	48610	-4.33	20	24	626	108	0	0	0	4
vessel	48605	-7.05	0	1	353	81	0	0	0	6
indigenous	48604	-11.79	0	0	747	469	0	0	0	10
genre	48573	-6.74	2	4	626	94	0	0	0	5
praised	48572	-7.41	2	4	1506	440	0	0	0	7
basin	48544	-6.02	6	8	1130	267	0	0	0	5
instrumental	48523	-10.59	0	0	747	469	0	0	0	12
transmission	48491	-11.0	0	0	953	241	0	0	0	12
explained	48488	-7.11	0	0	905	212	0	0	0	9
summit	48487	-6.89	2	3	2051	272	0	0	0	6
secure	48480	-6.61	0	1	2051	247	0	0	0	6
symphony	48479	-9.16	0	0	2051	54	0	0	0	8
farmers	48451	-7.08	0	1	845	149	0	0	0	7
attracted	48439	-8.79	0	0	1427	73	0	0	0	9
arkansas	48438	-11.21	0	0	1427	163	0	0	0	8
indonesia	48430	-10.49	0	0	747	469	0	0	0	9
longest	48380	-8.43	0	0	716	138	0	0	0	7
mills	48367	-4.97	18	19	1197	180	0	0	0	5
patient	48349	-6.38	0	2	1506	291	0	0	0	7
appointment	48336	-10.67	0	0	1427	81	0	0	0	11
josé	48321	-6.56	4	4	260	66	0	0	0	4
cousin	48306	-6.26	0	1	1993	876	0	0	0	6
bomb	48299	-6.1	2	4	1130	161	0	0	0	4
dna	48264	-5.74	10	14	1141	1	0	0	0	3
strip	48248	-5.32	2	5	2051	326	0	0	0	5
governments	48115	-9.13	0	0	626	74	0	0	0	11
tribes	48102	-6.34	0	2	953	241	0	0	0	6
wright	48090	-5.63	4	6	537	29	0	0	0	6
qualifying	48073	-8.1	0	0	88	79	0	0	0	10
nba	48068	-6.23	12	15	475	2	0	0	0	3
honors	48051	-6.75	2	4	713	157	0	0	0	6
ve	48028	-3.03	54	59	353	81	81	81	81	2
utah	48018	-7.9	0	0	281	15	0	0	0	4
technologies	47999	-13.24	0	0	953	155	0	0	0	12
mechanical	47998	-10.17	0	0	1197	188	0	0	0	10
nbc	47996	-5.19	18	20	475	2	0	0	0	3
nevertheless	47985	-12.18	0	0	475	120	0	0	0	12
dominated	47982	-7.53	0	0	1141	142	0	0	0	9
clinical	47959	-7.49	0	0	1993	136	0	0	0	8
proposal	47937	-7.74	0	0	1506	440	0	0	0	8
saints	47898	-5.89	6	7	2051	183	0	0	0	6
treated	47890	-5.94	2	2	953	241	0	0	0	7
surviving	47877	-8.1	0	0	2051	272	0	0	0	9
matt	47860	-4.68	14	15	1197	426	0	0	0	4
gray	47833	-4.47	16	19	626	151	0	0	0	4
songwriter	47827	-10.35	0	0	2051	140	0	0	0	10
experiences	47823	-8.76	0	0	905	212	0	0	0	11
executed	47795	-7.56	0	1	905	212	0	0	0	8
stanley	47779	-8.6	0	0	2051	326	0	0	0	7
useful	47767	-8.66	0	0	281	25	0	0	0	6
jobs	47765	-5.36	0	1	260	66	0	0	0	4
ma	47754	-2.93	86	111	1197	426	426	426	426	2
videos	47744	-8.88	0	1	353	128	0	0	0	6
benefits	47731	-9.65	0	1	1130	203	0	0	0	8
patrol	47728	-7.71	4	5	1506	291	0	0	0	6
orleans	47723	-8.98	2	2	452	89	0	0	0	7
peaked	47723	-5.58	2	2	1506	180	0	0	0	6
supplies	47710	-7.01	0	0	2051	272	0	0	0	8
medals	47665	-7.36	2	4	1197	188	0	0	0	6
soldier	47645	-8.06	0	1	2051	140	0	0	0	7
occasions	47642	-8.83	0	0	452	29	0	0	0	9
panel	47622	-6.72	4	5	1506	291	0	0	0	5
les	47609	-3.27	40	48	716	146	0	0	0	3
principle	47576	-8.91	0	0	1506	440	0	0	0	9
thereafter	47574	-9.8	0	0	953	136	0	0	0	10
participants	47568	-10.91	0	0	1506	291	0	0	0	12
fantasy	47559	-9.99	0	0	845	149	0	0	0	7
ceo	47557	-5.87	12	14	1993	76	0	0	0	3
matters	47538	-5.67	4	5	1197	426	0	0	0	7
honour	47522	-7.91	0	2	713	157	0	0	0	6
campbell	47511	-9.59	0	0	1993	330	0	0	0	8
weekend	47480	-8.15	0	1	537	103	0	0	0	7
oak	47453	-5.66	2	5	452	7	0	0	0	3
architectural	47409	-12.95	0	0	1427	163	0	0	0	13
concrete	47393	-8.88	0	0	1993	876	0	0	0	8
landscape	47388	-10.74	0	0	716	172	0	0	0	9
passage	47376	-6.94	2	3	1506	291	0	0	0	7
drums	47355	-6.11	2	3	1141	77	0	0	0	5
merchant	47305	-7.72	0	0	1197	188	0	0	0	8
christopher	47293	-10.86	0	0	1993	243	0	0	0	11
premiered	47278	-9.22	0	0	1506	440	0	0	0	9
guy	47259	-4.74	16	18	626	82	0	0	0	3
similarly	47255	-9.97	0	0	2051	147	0	0	0	9
preserved	47248	-8.59	0	0	1506	440	0	0	0	9
extent	47242	-5.36	4	4	905	212	0	0	0	6
outer	47201	-5.28	2	2	452	47	0	0	0	5
drugs	47199	-6.59	2	3	1141	77	0	0	0	5
cash	47196	-4.81	16	20	1993	330	0	0	0	4
concern	47177	-7.11	2	3	1993	876	0	0	0	7
studying	47163	-8.22	0	0	2051	326	0	0	0	8
marshall	47134	-8.77	0	1	1197	426	0	0	0	8
allies	47120	-5.67	2	3	1427	150	0	0	0	6
nick	47104	-4.94	20	21	475	59	0	0	0	4
siege	47093	-7.41	0	1	2051	147	0	0	0	5
symbol	47055	-7.64	0	1	2051	54	0	0	0	6
keeping	47054	-7.5	0	0	247	48	0	0	0	7
andy	47049	-4.9	2	8	1427	165	0	0	0	4
lists	47043	-4.87	4	5	716	176	0	0	0	5
opportunities	47042	-12.96	0	0	452	56	0	0	0	13
revenue	47011	-7.65	2	3	1209	698	0	0	0	7
alleged	46991	-6.96	0	0	1427	150	0	0	0	7
signs	46977	-5.6	0	2	2051	147	0	0	0	5
wants	46968	-5.17	6	8	537	138	0	0	0	5
wildlife	46953	-10.8	0	0	537	123	0	0	0	8
throne	46924	-6.59	2	2	953	136	0	0	0	6
portrayed	46919	-8.87	0	0	1506	199	0	0	0	9
engineers	46895	-10.47	0	0	905	162	0	0	0	9
ukraine	46870	-8.01	0	0	281	4	0	0	0	7
bound	46859	-4.88	14	16	1130	161	0	0	0	5
channels	46818	-8.04	0	1	1993	243	0	0	0	8
stream	46809	-6.79	4	6	2051	326	0	0	0	6
shares	46803	-5.79	10	11	2051	183	0	0	0	6
competing	46802	-6.99	0	0	1993	876	0	0	0	9
ranks	46799	-5.39	4	6	1209	157	0	0	0	5
judges	46793	-5.52	2	3	260	68	0	0	0	6
charlie	46778	-7.49	0	0	1993	243	0	0	0	7
enjoyed	46757	-7.61	0	0	905	162	0	0	0	7
hunter	46747	-5.97	4	5	713	72	0	0	0	6
choose	46733	-6.76	0	2	1993	243	0	0	0	6
scientists	46691	-9.83	0	0	2051	114	0	0	0	10
supports	46668	-6.88	0	1	2051	272	0	0	0	8
nhl	46637	-6.25	8	11	475	3	0	0	0	3
favor	46565	-6.02	0	3	845	149	0	0	0	5
vancouver	46548	-9.89	0	0	353	79	0	0	0	9
weapon	46497	-7.69	0	1	537	103	0	0	0	6
component	46491	-8.5	0	0	1993	876	0	0	0	9
arabic	46463	-8.04	2	2	1427	163	0	0	0	6
crash	46460	-6.24	6	7	1993	144	0	0	0	5
singh	46457	-6.2	4	5	2051	147	0	0	0	5
clan	46446	-4.05	14	18	1993	136	0	0	0	4
robinson	46441	-8.75	0	0	1209	164	0	0	0	8
ft	46411	-4.74	62	67	845	1	1	1	1	2
periods	46369	-8.51	0	1	1506	180	0	0	0	7
denied	46363	-6.49	2	2	1141	409	0	0	0	6
replacing	46362	-8.26	0	0	1209	698	0	0	0	9
relationships	46359	-10.93	0	0	1209	698	0	0	0	13
scholar	46335	-8.11	0	1	2051	114	0	0	0	7
sessions	46325	-6.08	0	1	2051	247	0	0	0	8
frequent	46300	-7.06	0	0	845	120	0	0	0	8
victor	46288	-6.62	4	5	353	128	0	0	0	6
regime	46286	-7.01	0	1	1209	698	0	0	0	6
carrier	46274	-6.91	6	8	1993	330	0	0	0	7
tail	46255	-5.21	20	26	953	116	0	0	0	4
colors	46250	-5.48	0	2	1993	876	0	0	0	6
gary	46190	-4.31	6	8	626	108	0	0	0	4
struggle	46189	-8.1	0	0	2051	326	0	0	0	8
widespread	46180	-11.18	0	0	537	123	0	0	0	10
afghanistan	46176	-11.28	0	0	1427	41	0	0	0	11
send	46110	-4.64	12	16	2051	247	0	0	0	4
assault	46070	-7.89	0	1	1427	113	0	0	0	7
capita	46067	-7.45	0	1	1993	330	0	0	0	6
hampshire	46056	-10.01	0	0	713	211	0	0	0	9
mall	46037	-4.35	22	26	1197	426	0	0	0	4
wedding	46036	-7.28	2	3	537	103	0	0	0	7
jeff	46023	-5.85	0	0	260	46	0	0	0	4
evolution	46015	-8.0	0	0	905	48	0	0	0	9
clearly	46005	-6.93	0	0	1993	136	0	0	0	7
percentage	45998	-9.46	0	0	1506	180	0	0	0	10
sees	45953	-4.88	20	25	2051	247	0	0	0	4
eliminated	45940	-9.27	0	0	905	93	0	0	0	10
immediate	45932	-9.69	0	0	747	87	0	0	0	9
continental	45932	-10.06	0	0	1993	876	0	0	0	11
blocks	45925	-6.09	4	6	1130	73	0	0	0	6
facing	45874	-5.42	4	4	845	149	0	0	0	6
plate	45872	-4.92	12	14	1506	97	0	0	0	5
anyone	45818	-8.24	0	0	1427	165	0	0	0	6
ratio	45766	-5.22	2	3	1209	157	0	0	0	5
egyptian	45764	-9.96	0	0	905	7	0	0	0	8
org	45727	-4.65	6	8	452	89	0	0	0	3
fresh	45723	-6.26	2	2	845	120	0	0	0	5
detailed	45723	-8.19	0	0	1141	409	0	0	0	8
departure	45718	-8.54	0	0	1141	409	0	0	0	9
encouraged	45717	-9.91	0	0	905	162	0	0	0	10
civilian	45701	-9.3	0	0	1993	51	0	0	0	8
crowd	45695	-6.4	6	8	1993	144	0	0	0	5
ph	45694	-3.58	52	58	1506	69	69	69	69	2
suit	45636	-4.86	8	12	2051	272	0	0	0	4
intersection	45627	-8.77	0	0	747	469	0	0	0	12
jan	45560	-4.0	52	59	260	61	0	0	0	3
abroad	45524	-7.61	0	1	1427	67	0	0	0	6
doesn	45500	-8.28	0	1	1141	142	0	0	0	5
add	45497	-4.38	16	19	1427	124	0	0	0	3
pierre	45489	-7.42	2	2	1506	97	0	0	0	6
pain	45479	-4.62	22	31	1506	291	0	0	0	4
ninth	45470	-6.55	0	0	475	59	0	0	0	5
produces	45455	-6.67	0	1	1506	440	0	0	0	8
kim	45449	-5.14	22	25	247	62	0	0	0	3
categories	45426	-9.95	0	0	1993	330	0	0	0	10
penalty	45420	-7.72	0	0	1506	180	0	0	0	7
apply	45409	-5.25	2	2	1427	81	0	0	0	5
competitive	45401	-9.75	0	0	1993	876	0	0	0	11
rolling	45383	-6.16	4	4	1209	164	0	0	0	7
funded	45376	-5.47	0	1	845	62	0	0	0	6
usage	45373	-6.63	0	1	281	25	0	0	0	5
